id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
13.9,What is the size of an int data type in C (assuming a 32-bit system)?,4 bytes,8 bytes,0,0,0
13.9,What is the size of an int data type in C (assuming a 32-bit system)?,4 bytes,16 bytes,0,0,0
13.9,What is the size of an int data type in C (assuming a 32-bit system)?,4 bytes,Depends on the compiler,4,2,3
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(n²),0,1,1
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(n log n),0,1,1
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(log n),0,1,1
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(1),0,0,0
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(n),2,2,2
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Best-case time complexity is O(n),3,4,3.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"When the list is already sorted, Bubble Sort takes O(n) time",3,5,4
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Bubble Sort is O(n) when the input is sorted,3,2,2.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"For an already sorted list, Bubble Sort performs in O(n) time",3,5,4
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Best-case scenario results in linear time: O(n),2,0,1
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"If no swaps are needed, Bubble Sort runs in O(n) time",1,4,2.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Linear time complexity applies when Bubble Sort detects sorted data,3,0,1.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Bubble Sort completes in O(n) if the array is initially sorted,1,3,2
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"For sorted input, Bubble Sort takes O(n) steps",3,3,3
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Bubble Sort’s optimized case gives O(n) complexity,4,1,2.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"When swaps are not required, Bubble Sort operates in O(n) time",1,5,3
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"Bubble Sort terminates early in the best case, achieving O(n)",3,4,3.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"If the array is sorted, only one pass is required, making it O(n)",1,1,1
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"With an early exit condition, Bubble Sort becomes O(n)",5,3,4
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Sorted input ensures Bubble Sort finishes in O(n),0,3,1.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(n) complexity occurs when no swapping is required,3,2,2.5
14.1,What is the best-case time complexity of Bubble Sort?,O(n),Bubble Sort is efficient in the best case with O(n) complexity,2,2,2
14.1,What is the best-case time complexity of Bubble Sort?,O(n),"Bubble Sort detects a sorted array and runs in linear time, O(n)",5,3,4
14.1,What is the best-case time complexity of Bubble Sort?,O(n),A single pass without swaps results in O(n) complexity,5,3,4
14.1,What is the best-case time complexity of Bubble Sort?,O(n),O(n) occurs if the array is sorted and the algorithm stops early,4,1,2.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A process that runs indefinitely without stopping,3,1,2
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A system crash due to memory overflow,0,1,0.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A scheduling algorithm for managing processes,4,3,3.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",An error in process synchronization,3,5,4
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A deadlock occurs when processes are stuck waiting for each other,3,4,3.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Two or more processes are blocked due to circular waiting,1,5,3
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A state where processes hold resources and wait for others indefinitely,1,4,2.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Deadlock happens when no process can proceed because of resource dependencies,2,4,3
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A set of blocked processes waiting for unavailable resources,3,0,1.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Deadlock is when processes wait indefinitely due to resource allocation conflicts,1,1,1
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Circular wait among processes leads to deadlock,4,0,2
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A scenario where processes are unable to progress due to mutual waiting,5,4,4.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",No process can continue as they are all waiting for each other’s resources,5,2,3.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A deadlock is when resource allocation results in a permanent hold-up,3,2,2.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Processes in deadlock cannot proceed because of a cyclic dependency,5,2,3.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Deadlock is a situation where processes can't access needed resources,4,1,2.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",An impasse where processes hold some resources while waiting for others,1,1,1
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A circular chain of resource requests causes deadlock,5,2,3.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",A system state where process execution is halted due to resource contention,4,1,2.5
14.2,What is a deadlock in an operating system?,"A situation where two or more processes are stuck, each waiting for a resource held by another process",Deadlock occurs when processes are in an unresolvable waiting state,5,5,5
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,Floating-point division gives 2.5,5,4,4.5
14.3,What is the output of 5 / 2 in Python,2.5,Python 3 division always results in a float: 2.5,3,4,3.5
14.3,What is the output of 5 / 2 in Python,2.5,True division ensures 5 / 2 is 2.5,4,4,4
14.3,What is the output of 5 / 2 in Python,2.5,The result of 5 / 2 in Python 3 is a float: 2.5,0,2,1
14.3,What is the output of 5 / 2 in Python,2.5,Python 3 does not truncate integer division: 5 / 2 = 2.5,2,2,2
14.3,What is the output of 5 / 2 in Python,2.5,The division operator / produces 2.5 in Python 3,1,3,2
14.3,What is the output of 5 / 2 in Python,2.5,"Python 3 treats / as floating-point division, yielding 2.5",1,0,0.5
14.3,What is the output of 5 / 2 in Python,2.5,"Integer division in Python 3 is done using //, so 5 / 2 remains 2.5",3,2,2.5
14.3,What is the output of 5 / 2 in Python,2.5,"Unlike Python 2, Python 3 division outputs 2.5",2,0,1
14.3,What is the output of 5 / 2 in Python,2.5,2,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,3,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,1.5,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,5,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,Python 3 rounds down to 2,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,Integer division in Python 3 defaults to whole numbers,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,The correct output is 5.0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,Python 3 returns None for integer division,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,5 / 2 raises an error in Python 3,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,2.5,2,3,2.5
14.3,What is the output of 5 / 2 in Python,2.5,2.5,4,0,2
14.3,What is the output of 5 / 2 in Python,2.5,2.5,1,0,0.5
14.3,What is the output of 5 / 2 in Python,2.5,2.5,5,2,3.5
14.3,What is the output of 5 / 2 in Python,2.5,2.5,4,5,4.5
14.3,What is the output of 5 / 2 in Python,2.5,2.5,1,2,1.5
14.3,What is the output of 5 / 2 in Python,2.5,2.5,1,5,3
14.3,What is the output of 5 / 2 in Python,2.5,2.5,3,5,4
14.3,What is the output of 5 / 2 in Python,2.5,2.5,2,4,3
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.3,What is the output of 5 / 2 in Python,2.5,0,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Stack,2,4,3
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,A stack follows LIFO,2,1,1.5
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,LIFO structure: Stack,0,4,2
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,The last inserted item is removed first in a stack,5,2,3.5
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,A stack operates on a LIFO principle,1,4,2.5
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Stacks are used in function call management,2,0,1
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Stack supports push and pop operations,3,4,3.5
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,The topmost element is accessed first in a stack,3,1,2
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,A stack retrieves elements in reverse order of insertion,4,4,4
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Common stack implementation: Array or Linked List,2,3,2.5
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Queue,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Hash table,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Heap,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Linked list,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Priority queue,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Binary tree,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Array,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Graph,0,0,0
14.4,Which data structure follows the Last-In-First-Out (LIFO) principle?,Stack,Trie,0,0,0
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Terminates a process,0,3,2.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Creates multiple processes simultaneously,1,4,2.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Only works in Windows OS,0,0,0
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Always returns -1,0,0,0
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Kills the parent process,3,4,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Allocates memory but doesn’t create a process,3,3,3
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Runs the child process before the parent,0,2,1
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used for inter-process communication,5,1,3
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Modifies kernel memory directly,0,2,1
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Deletes the child process after execution,3,4,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,1,1,1
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,0,5,2.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,3,1,2
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,1,0,0.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,4,5,4.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,4,4,4
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,4,4,4
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,3,3,3
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used to declare static variables,4,4,4
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Preserves variable value across function calls,2,4,3
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Limits variable scope to the file (if used in global scope),2,2,2
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Retains variable value between function executions,4,3,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Default initialization to zero (if uninitialized),2,5,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Prevents modification of a global variable outside its file,1,2,1.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Helps in memory efficiency by preventing frequent allocation,4,3,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used in class members in C++ to share among all objects,1,2,1.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Restricts function scope to a single file,2,0,1
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Used for defining constant class members in C++,5,2,3.5
14.5,What is the purpose of the static keyword in C?,Used to declare static variables,Prevents modification of a global variable outside its file,2,1,1.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Donald Knuth,3,4,3.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Considered the father of modern algorithms,3,5,4
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,The author of The Art of Computer Programming,1,5,3
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Introduced asymptotic notation (Big O),1,4,2.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Developed many foundational algorithms,4,5,4.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Worked extensively on computational complexity,0,3,1.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Introduced the analysis of algorithms,5,4,4.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Defined many sorting and searching techniques,0,5,2.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Popularized divide-and-conquer strategies,4,3,3.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Developed the Knuth-Morris-Pratt string search algorithm,3,3,3
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Created one of the first systematic algorithmic analysis,3,3,3
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,His work influences algorithm design today,4,4,4
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,His books are used worldwide in CS education,2,4,3
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Known for rigorous algorithm efficiency analysis,1,4,2.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,One of the most cited CS authors,2,3,2.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Developed TeX for typesetting algorithms,0,4,2
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,His work shaped computational theory,4,0,2
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,His book series is essential for understanding algorithms,1,4,2.5
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Introduced structured programming principles,5,4,4
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Alan Turing,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Tim Berners-Lee,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,James Gosling,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Linus Torvalds,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Dennis Ritchie,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Bill Gates,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Steve Jobs,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Ada Lovelace,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Bjarne Stroustrup,0,0,0
14.6,"Who is known as the ""father of algorithms""?",Donald Knuth,Jeff Bezos,4,3,3
14.7,Which language is primarily used for building Android applications?,Java,Java Programming Language,3,3,3
14.7,Which language is primarily used for building Android applications?,Java,Java (JVM-based),2,4,3
14.7,Which language is primarily used for building Android applications?,Java,Java (Object-Oriented),5,0,2.5
14.7,Which language is primarily used for building Android applications?,Java,Java (Developed by Sun Microsystems),4,4,4
14.7,Which language is primarily used for building Android applications?,Java,Java (Used in Android Studio),1,5,3
14.7,Which language is primarily used for building Android applications?,Java,Java (Popular for mobile development),1,4,2.5
14.7,Which language is primarily used for building Android applications?,Java,Java (Works with Kotlin),1,4,2.5
14.7,Which language is primarily used for building Android applications?,Java,Java (Platform-independent),4,2,3
14.7,Which language is primarily used for building Android applications?,Java,Java (Runs on Dalvik VM),2,5,3.5
14.7,Which language is primarily used for building Android applications?,Java,Java (Preferred by many Android devs),1,3,2
14.7,Which language is primarily used for building Android applications?,Java,java,1,3,2
14.7,Which language is primarily used for building Android applications?,Java,none,0,0,0
14.7,Which language is primarily used for building Android applications?,Java,none,0,0,0
14.7,Which language is primarily used for building Android applications?,Java,Python,4,3,3.5
14.7,Which language is primarily used for building Android applications?,Java,C++,1,0,0.5
14.7,Which language is primarily used for building Android applications?,Java,Swift,0,4,2
14.7,Which language is primarily used for building Android applications?,Java,C,4,4,4
14.7,Which language is primarily used for building Android applications?,Java,Kotlin,2,5,3.5
14.7,Which language is primarily used for building Android applications?,Java,JavaScript,0,3,1.5
14.7,Which language is primarily used for building Android applications?,Java,TypeScript,5,2,3.5
14.7,Which language is primarily used for building Android applications?,Java,PHP,4,1,2.5
14.7,Which language is primarily used for building Android applications?,Java,Ruby,3,2,2.5
14.7,Which language is primarily used for building Android applications?,Java,Go,1,2,1.5
14.7,Which language is primarily used for building Android applications?,Java,Perl,4,4,4
14.7,Which language is primarily used for building Android applications?,Java,Rust,0,3,1.5
14.7,Which language is primarily used for building Android applications?,Java,Scala,1,0,0.5
14.7,Which language is primarily used for building Android applications?,Java,Objective-C,3,3,3
14.7,Which language is primarily used for building Android applications?,Java,Shell,1,4,2.5
14.7,Which language is primarily used for building Android applications?,Java,Dart,4,0,2
14.7,Which language is primarily used for building Android applications?,Java,Lua,4,5,4.5
14.7,Which language is primarily used for building Android applications?,Java,SQL,1,1,1
14.7,Which language is primarily used for building Android applications?,Java,Assembly,4,3,3.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Database Language),4,5,4.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Used for queries),3,4,3.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Relational Databases),2,0,1
14.8,What does SQL stand for?,Structured Query Language,SQL (For CRUD operations),2,2,2
14.8,What does SQL stand for?,Structured Query Language,SQL (Standardized by ANSI),1,0,0.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Powerful for transactions),5,2,3.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Used with MySQL),1,3,2
14.8,What does SQL stand for?,Structured Query Language,SQL (Includes SELECT statements),5,5,5
14.8,What does SQL stand for?,Structured Query Language,SQL (Works with relational models),4,5,4.5
14.8,What does SQL stand for?,Structured Query Language,SQL (Common in data analysis),3,1,2
14.8,What does SQL stand for?,Structured Query Language,Structured Query Language,1,0,0.5
14.8,What does SQL stand for?,Structured Query Language,Structured Query Language,1,3,2
14.8,What does SQL stand for?,Structured Query Language,Structured Query Language,1,3,2
14.8,What does SQL stand for?,Structured Query Language,Sequential Query Language,0,0,0
14.8,What does SQL stand for?,Structured Query Language,System Query Language,5,3,3
14.8,What does SQL stand for?,Structured Query Language,Server Query Language,2,2,3
14.8,What does SQL stand for?,Structured Query Language,Script Query Language,2,3,3
14.8,What does SQL stand for?,Structured Query Language,Super Query Language,2,0,3
14.8,What does SQL stand for?,Structured Query Language,Standard Query Logic,2,0,3
14.8,What does SQL stand for?,Structured Query Language,Smart Query Logic,1,1,3
14.8,What does SQL stand for?,Structured Query Language,Server Query Logic,4,1,3
14.8,What does SQL stand for?,Structured Query Language,Simple Query Language,2,5,3
14.8,What does SQL stand for?,Structured Query Language,Secure Query Language,2,4,3
14.8,What does SQL stand for?,Structured Query Language,Syntax Query Language,1,5,3
14.8,What does SQL stand for?,Structured Query Language,Semantic Query Logic,1,0,2
14.8,What does SQL stand for?,Structured Query Language,Static Query Language,0,1,3
14.8,What does SQL stand for?,Structured Query Language,Strong Query Language,2,3,3
14.8,What does SQL stand for?,Structured Query Language,Software Query Logic,4,3,2
14.8,What does SQL stand for?,Structured Query Language,Simple Query Logic,5,2,1
14.8,What does SQL stand for?,Structured Query Language,Symbolic Query Language,4,2,1
14.8,What does SQL stand for?,Structured Query Language,Solution Query Logic,2,2,1
14.8,What does SQL stand for?,Structured Query Language,Syntax Query Logic,1,4,1
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Interpreted Language),3,3,3
14.9,Which of the following is a dynamically typed programming language?,Python,Python (No need to declare types),1,3,2
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Dynamically Typed),2,4,3
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Used in AI),3,1,2
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Popular in data science),2,2,2
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Whitespace-sensitive),1,5,3
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Uses indentation),1,2,1.5
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Supports OOP),1,5,3
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Has an interactive shell),3,5,4
14.9,Which of the following is a dynamically typed programming language?,Python,Python (Common for scripting),1,0,0.5
14.9,Which of the following is a dynamically typed programming language?,Python,Python,5,5,5
14.9,Which of the following is a dynamically typed programming language?,Python,Python,1,5,3
14.9,Which of the following is a dynamically typed programming language?,Python,Python,4,0,2
14.9,Which of the following is a dynamically typed programming language?,Python,Java,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,C,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,C++,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Rust,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Swift,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Go,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Kotlin,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Pascal,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,TypeScript,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,C#,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Assembly,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Perl,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,R,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Scala,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Lisp,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,PHP,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Fortran,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,COBOL,0,0,0
14.9,Which of the following is a dynamically typed programming language?,Python,Ruby,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bubble sort (worst-case O(n²)),1,4,2.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Simple sorting algorithm,2,2,2
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Quadratic time complexity,3,4,3.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Inefficient for large datasets,1,3,2
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Pairwise swapping sort,4,4,4
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Used for teaching purposes,5,2,3.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Stable sorting algorithm,2,4,3
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Uses nested loops,1,1,1
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Easy to implement,2,3,2.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Sorting with adjacent swaps,2,2,2
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bubble sort,3,1,2
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bubble sort,2,1,1.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bubble sort,2,1,1.5
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Merge Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Quick Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Heap Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Radix Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Counting Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bucket Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Tim Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Shell Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Selection Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Insertion Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Bogo Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Pancake Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,LSD Radix Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,MSD Radix Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Cycle Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Gnome Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Tree Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Cocktail Sort,0,0,0
15.1,Which sorting algorithm has the worst-case time complexity of O(n²)?,Bubble Sort,Comb Sort,0,0,0
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Data hiding mechanism,1,0,0.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Protecting internal object state,3,1,2
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Restricting direct access,1,1,1
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Using private attributes,4,4,4
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Combining variables and methods,0,2,1
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Encapsulation in OOP,1,1,1
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Bundling data and behavior,2,3,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Preventing unintended modifications,3,2,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Core principle of OOP,4,2,3
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Keeping implementation details hidden,5,1,3
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Wrapping data and methods into a single unit,2,5,3.5
